sr_no,state,ida,mp_name,mp_key,constituency,work_raw,work_id,work_category,work_description,recommended_date,recommended_amount,sanction_date,sr_no_san,work_raw_san,sanction_date_san,sanction_amount,work_status,sr_no_comp,work_raw_comp,completion_date,amount_disbursed,completion_status,expenditure_amount,expenditure_date,vendor_name,vendor_key,expenditure_transaction_count,payment_status,allocated_amount,allocation_state,allocation_constituency,calamity_count,calamity_consent_amount,calamity_types,effective_sanction_amount,recommendation_to_sanction_days,sanction_to_expenditure_days,project_duration_days,utilization_pct,cost_overrun_amount,cost_deviation_pct,remaining_sanction_amount,allocation_utilization_pct,effectively_completed,mp_total_projects,mp_total_sanction_amount,mp_total_expenditure_amount,mp_utilization_pct,category_median_sanction,cost_vs_category_median_pct,vendor_project_count,vendor_total_payment,vendor_average_payment,vendor_mp_count,vendor_state_count,vendor_payment_share_pct,flag_unusual_expenditure,flag_cost_overrun,flag_extreme_cost_overrun,flag_delayed_project,flag_suspicious_vendor,flag_multiple_payments,flag_duplicate_payment,flag_duplicate_beneficiary,flag_geographic_inconsistency,flag_transaction_outlier,anomaly_count,rule_score,ml_anomaly_score,risk_score,risk_category,risk_signal_strength,anomaly_type,explanation
,Gujarat,DEVBHUMI DWARKA(DISTRICT COLLECTOR DEVBHUMI DWARKA_IDA),Smt Poonamben Hematbhai Maadam,SMT POONAMBEN HEMATBHAI MAADAM,JAMNAGAR,,WS/MP588/2024,Normal/Others,Bhenkavad village of Bhanvad taluka is RCC in Kublavdar area. For construction of shed.,2024-11-06,,,8239,WS/MP588/2024-2025/151158-Construction of common work sheds/ common covered sitting area,2025-02-05,298400.0,Physical Inspection,7633,WS/MP588/2024-2025/151158-Construction of common work sheds/ common covered sitting area,2025-05-29,298400.0,Completed,,,,,,,147000000.0,Gujarat,JAMNAGAR,,,,298400.0,,,204.0,,,,,0.20299319727891157,1,1,298400.0,0.0,0.0,600000.0,-50.26666666666667,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8.431804089602588,5.06,Low,0.0,None,No material anomaly signal detected.
,Himachal Pradesh,SOLAN(DEPUTY COMMISSIONER SOLAN_IDA),Suresh Kumar Kashyap,SURESH KUMAR KASHYAP,SHIMLA (SC),,WS/MP598/2024,Normal/Others,C/o Stage from Ground Batal GP Batal Executive Agency BDO Kunihar,2024-10-08,,,5369,WS/MP598/2024-2025/146121-Construction of stadiums,2025-03-13,100000.0,Vendor Identification,10583,WS/MP598/2024-2025/163700-Construction of footpaths and pedestrian ways,2026-05-15,200000.0,Completed,,,,,,,153563957.11,Himachal Pradesh,SHIMLA (SC),,,,100000.0,,,584.0,,,,,0.06511944722052754,1,2,350000.0,800000.0,228.57142857142856,600000.0,-83.33333333333334,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8.296935425086303,4.98,Low,0.0,None,No material anomaly signal detected.
,Himachal Pradesh,SOLAN(DEPUTY COMMISSIONER SOLAN_IDA),Suresh Kumar Kashyap,SURESH KUMAR KASHYAP,SHIMLA (SC),,WS/MP598/2025,Normal/Others,C/o Community Mahila Mandal Bhawan Shamror GP Shamror Executive Agency BDO Solan,2024-10-07,,,5047,WS/MP598/2025-2026/145403-Construction of community centers and community halls,2025-11-17,250000.0,Vendor Identification,19051,WS/MP598/2025-2026/180223-Construction of footpaths and pedestrian ways,2026-08-05,400000.0,Completed,800000.0,2026-07-28,Block Development officer Nahan,BLOCK DEVELOPMENT OFFICER NAHAN,4.0,Payment In-Progress,153563957.11,Himachal Pradesh,SHIMLA (SC),,,,250000.0,,,667.0,320.0,550000.0,220.00000000000003,-550000.0,0.16279861805131882,1,2,350000.0,800000.0,228.57142857142856,600000.0,-58.333333333333336,1,800000.0,800000.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,19.665704796246246,15.0,Low,6.2,None,expenditure exceeds effective sanctioned amount
,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,JITENDRA SINGH,UDHAMPUR,,WS/MP600/2024,Normal/Others,"Installation of Hand Pump near house of Attar Singh, Village Katli, Pyt. Katli, Ward no. 1, Dinga Amb, Kathua.",2024-10-22,,,6510,WS/MP600/2024-2025/148241-Installing hand pumps,2025-01-30,301169.0,Physical Inspection,12913,WS/MP600/2024-2025/147920-Construction of boundary walls of existing public and community buildings,2026-03-27,254000.0,Completed,,,,,,,147000000.0,Jammu And Kashmir,UDHAMPUR,,,,301169.0,,,521.0,,,,,0.2048768707482993,1,2,469169.0,2251969.0,479.99100537333027,600000.0,-49.805166666666665,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8.12434780125721,4.87,Low,0.0,None,No material anomaly signal detected.
,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,JITENDRA SINGH,UDHAMPUR,,WS/MP600/2025,Normal/Others,"Construction of Public Shed near Talab, Baddu Barar , Pyt. Upper Baddu , Village Charoli, Billawar,Kathua",2024-10-22,,,6500,WS/MP600/2025-2026/148229-Construction of common work sheds/ common covered sitting area,2025-07-09,168000.0,Physical Inspection,20582,WS/MP600/2025-2026/179164-Construction of footpaths and pedestrian ways,2025-11-15,168000.0,Completed,2251969.0,2026-08-17,Sh Rattan Singh So Lakhpat Singh Ro Beeranbass Hochak Pogal District Ramban Contractor,SH RATTAN SINGH SO LAKHPAT SINGH RO BEERANBASS HOCHAK POGAL DISTRICT RAMBAN CONTRACTOR,14.0,Payment In-Progress,147000000.0,Jammu And Kashmir,UDHAMPUR,,,,168000.0,,,389.0,1340.457738095238,2083969.0,1240.457738095238,-2083969.0,0.1142857142857143,1,2,469169.0,2251969.0,479.99100537333027,600000.0,-72.0,1,2251969.0,2251969.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,39.96463008923279,27.18,Low,21.5,None,expenditure exceeds effective sanctioned amount
4837,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,PRALHAD VENKATESH JOSHI,DHARWAD,WS/ MP620/2024-2025/144765-Construction of buildings for community cultural activities,WS/MP620/2024,Normal/Others,Construction of Community Bhavan at Dharwad TQ Kyarkoppa village Pry No 48 near Kalmeshwar Temple Countinue work,2024-09-30,495320.0,2025-01-09,12,WS/ MP620/2024-2025/133309-Construction of buildings for community cultural activities,2025-03-14,495031.0,Physical Inspection,19434,WS/ MP620/2024-2025/133309-Construction of buildings for community cultural activities,2025-10-28,495031.0,Completed,,,,,,,147000000.0,Karnataka,DHARWAD,,,,495031.0,101.0,,393.0,,,,,0.33675578231292513,1,2,995031.0,3788911.0,380.7832117793315,600000.0,-17.494833333333336,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7.704053644720704,4.62,Low,0.0,None,No material anomaly signal detected.
8,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,PRALHAD VENKATESH JOSHI,DHARWAD,WS/ MP620/2025-2026/133305-Construction of buildings for community cultural activities,WS/MP620/2025,Normal/Others,Construction of Community Hall at Hosategur Village Near Shri Girimalleshwar Math Pry No 518 Continue work,2024-07-09,400000.0,2025-06-03,2,WS/ MP620/2025-2026/133167-Construction of rooms and halls in school and colleges,2025-09-18,500000.0,Sanction,21239,WS/ MP620/2025-2026/206402-Construction of buildings for community cultural activities,2025-11-24,396456.0,Completed,3788911.0,2026-08-05,MANJUNATH R KALAWAD,MANJUNATH R KALAWAD,9.0,Payment In-Progress,147000000.0,Karnataka,DHARWAD,,,,500000.0,329.0,428.0,503.0,757.7822,3288911.0,657.7822,-3288911.0,0.3401360544217687,1,2,995031.0,3788911.0,380.7832117793315,600000.0,-16.666666666666664,1,3788911.0,3788911.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,39.74907189959126,27.05,Low,21.3,None,expenditure exceeds effective sanctioned amount
3588,Kerala,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),Anto Antony,ANTO ANTONY,PATHANAMTHITTA,WS/MP632/2024-2025/142409-Lighting of public spaces,WS/MP632/2024,Normal/Others,Providing 8 Meter LED Mini Mast Light at Vellarankunnu SC Colony in Ezhamkulam Grama Panchayat (SC),2024-09-24,219831.0,2025-03-12,3508,WS/MP632/2024-2025/142380-Construction of bus-sheds or bus-stops,2025-03-28,500000.0,Sanction,20001,"WS/MP632/2024-2025/134106-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-11-07,286879.0,Completed,,,,,,,147000000.0,Kerala,PATHANAMTHITTA,,,,500000.0,169.0,,409.0,,,,,0.3401360544217687,1,6,2417190.0,801857.0,33.17310596188136,600000.0,-16.666666666666664,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19.345939720728687,11.61,Low,2.0,None,No material anomaly signal detected.
4247,Kerala,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),Anto Antony,ANTO ANTONY,PATHANAMTHITTA,WS/MP632/2025-2026/143623-Construction of buildings for community cultural activities,WS/MP632/2025,Normal/Others,Construction of Open Air Auditorium Building for Cultural Activities in Konni Grama Panchayat (Ward-16),2024-09-25,2350000.0,2026-03-07,3423,"WS/MP632/2025-2026/142076-Purchase of ambulances (Four, three and two wheelers)",2026-03-10,900000.0,Sanction,,,,,,801857.0,2026-08-01,BIJU M,BIJU M,2.0,Payment Success,147000000.0,Kerala,PATHANAMTHITTA,,,,900000.0,528.0,147.0,,89.09522222222222,-98143.0,-10.904777777777777,98143.0,0.6122448979591837,0,6,2417190.0,801857.0,33.17310596188136,600000.0,50.0,1,801857.0,801857.0,1,1,100.0,0,0,0,0,0,1,0,0,0,0,1,0,51.6510850964402,30.99,Medium,26.2,None,No material anomaly signal detected.
3582,Kerala,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),Anto Antony,ANTO ANTONY,PATHANAMTHITTA,WS/MP632/2026-2027/142402-Lighting of public spaces,WS/MP632/2026,Normal/Others,Providing 8 Meter LED Mini Mast Light at Maruthimoodu Colony in Enadimangalam Grama Panchayat (ST),2024-09-24,217800.0,2026-07-04,7076,WS/MP632/2026-2027/149132-Lighting of public spaces,2026-07-09,217190.0,Sanction,,,,,,,,,,,,147000000.0,Kerala,PATHANAMTHITTA,,,,217190.0,648.0,,,,,,,0.1477482993197279,0,6,2417190.0,801857.0,33.17310596188136,600000.0,-63.80166666666667,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,35.70088395144197,21.42,Low,14.3,None,No material anomaly signal detected.
,Madhya Pradesh,TIKAMGARH(DISTRICT COLLECTOR TIKAMGARH_IDA),Virendra Kumar,VIRENDRA KUMAR,TIKAMGARH(SC),,WS/MP638/2024,Normal/Others,Saansad Utsav Dham,2024-11-14,,,8976,WS/MP638/2024-2025/152372-Construction of buildings for community cultural activities,2025-03-30,1200000.0,Vendor Identification,2343,WS/MP638/2024-2025/152513-Construction of buildings for community cultural activities,2026-03-19,400000.0,Completed,4128574.0,2026-08-25,DEEPAK KUMAR SHARMA,DEEPAK KUMAR SHARMA,4.0,Payment In-Progress,147000000.0,Madhya Pradesh,TIKAMGARH(SC),,,,1200000.0,,,490.0,344.04783333333336,2928574.0,244.04783333333336,-2928574.0,0.8163265306122449,1,2,1449039.0,4232391.0,292.08261475364014,600000.0,100.0,1,4128574.0,4128574.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,34.854921540293326,24.11,Low,17.6,None,expenditure exceeds effective sanctioned amount
,Madhya Pradesh,TIKAMGARH(DISTRICT COLLECTOR TIKAMGARH_IDA),Virendra Kumar,VIRENDRA KUMAR,TIKAMGARH(SC),,WS/MP638/2025,Normal/Others,Paragarh Talaiya ke Ghaat Par Shed Nirman,2024-11-14,,,8982,WS/MP638/2025-2026/152378-Construction of public toilets and bathrooms,2025-07-18,249039.0,Physical Inspection,15102,WS/MP638/2025-2026/152542-Construction of buildings for community cultural activities,2026-04-30,598599.0,Completed,103817.0,2026-07-25,gram panchayat sijora,GRAM PANCHAYAT SIJORA,1.0,Payment In-Progress,147000000.0,Madhya Pradesh,TIKAMGARH(SC),,,,249039.0,,,532.0,41.68704500098378,-145222.0,-58.31295499901622,145222.0,0.1694142857142857,1,2,1449039.0,4232391.0,292.08261475364014,600000.0,-58.4935,1,103817.0,103817.0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,20.88586958612434,12.53,Low,3.2,None,No material anomaly signal detected.
,Madhya Pradesh,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,FAGGAN SINGH KULASTE,MANDLA(ST),,WS/MP640/2024,Normal/Others,"Construction of Boundary wall & Maharana pratap samudayik bhawan deori road, chhapara",2024-10-24,,,7150,WS/MP640/2024-2025/149325-Construction of boundary walls of existing public and community buildings,2025-01-02,1000000.0,Work Completed,691,"WS/MP640/2024-2025/149327-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-04-16,1000000.0,Completed,,,,,,,151861648.41,Madhya Pradesh,MANDLA(ST),,,,1000000.0,,,539.0,,,,,0.6584941033302723,1,2,2000000.0,4541000.0,227.05,600000.0,66.66666666666666,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9.063249129354862,5.44,Low,0.0,None,No material anomaly signal detected.
,Madhya Pradesh,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,FAGGAN SINGH KULASTE,MANDLA(ST),,WS/MP640/2026,Normal/Others,Construction of G.S.V. Road towards village Gurera Raiyat Shanti dham,2024-11-09,,,8517,"WS/MP640/2026-2027/151612-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-07-16,1000000.0,Sanction,,,,,,4541000.0,2026-08-24,MANISH CONSTRUCTION AND VENDORS,MANISH CONSTRUCTION AND VENDORS,18.0,Payment Success,151861648.41,Madhya Pradesh,MANDLA(ST),,,,1000000.0,,,,454.1,3541000.0,354.09999999999997,-3541000.0,0.6584941033302723,0,2,2000000.0,4541000.0,227.05,600000.0,66.66666666666666,1,4541000.0,4541000.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,43.235464405785464,29.14,Low,23.9,None,expenditure exceeds effective sanctioned amount
4077,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,GAJENDRA SINGH PATEL,KHARGONE(ST),WS/MP641/2024-2025/143281-Setting up of farmers’ training and assistance centers,WS/MP641/2024,Normal/Others,Setting up of farmers’ training and assistance center in village Jalud at near Gaushala,2024-09-24,1500000.0,2024-09-27,6238,WS/MP641/2024-2025/147737-Construction of community centers and community halls,2025-03-27,1100000.0,Vendor Identification,1773,WS/MP641/2024-2025/153867-Purchase of mobile water tankers,2026-05-12,166026.0,Completed,,,,,,,147000000.0,Madhya Pradesh,KHARGONE(ST),,,,1100000.0,3.0,,595.0,,,,,0.7482993197278911,1,2,1900000.0,0.0,0.0,600000.0,83.33333333333334,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7.0568776177647745,4.23,Low,0.0,None,No material anomaly signal detected.
1017,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,GAJENDRA SINGH PATEL,KHARGONE(ST),"WS/MP641/2025-2026/137257-Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP641/2025,Normal/Others,Construction of road in ward 22 at Chunabhatti from police line to main road,2024-08-27,500000.0,2025-06-06,6045,WS/MP641/2025-2026/147408-Construction of common work sheds/ common covered sitting area,2025-09-27,800000.0,Vendor Identification,6254,WS/MP641/2025-2026/179563-Purchase of mobile water tankers,2026-08-13,166026.0,Completed,,,,,,,147000000.0,Madhya Pradesh,KHARGONE(ST),,,,800000.0,283.0,,716.0,,,,,0.5442176870748299,1,2,1900000.0,0.0,0.0,600000.0,33.33333333333333,0,0.0,0.0,0,0,,0,0,0,1,0,0,0,0,0,0,1,14,6.770416080006196,9.66,Low,0.0,Delayed Project,project duration is unusually long
2171,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,GYANESHWAR PATIL,KHANDWA,WS/MP643/2024-2025/139595-Purchase Books for Library,WS/MP643/2024,Normal/Others,supply of books for various schools at khandwa district,2024-09-07,100000.0,2025-01-06,5525,WS/MP643/2024-2025/146416-Improvement of electricity distribution infrastructure,2025-03-27,200000.0,Vendor Identification,8113,WS/MP643/2024-2025/146357-Construction of common work sheds/ common covered sitting area,2026-04-07,250000.0,Completed,150000.0,2025-06-10,Kamdhenu Agency,KAMDHENU AGENCY,1.0,Payment In-Progress,155690684.77,Madhya Pradesh,KHANDWA,,,,200000.0,121.0,155.0,577.0,75.0,-50000.0,-25.0,50000.0,0.128459837077252,1,3,1000000.0,1319136.0,131.9136,600000.0,-66.66666666666666,1,150000.0,150000.0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,33.444579996287516,20.07,Low,12.6,None,No material anomaly signal detected.
,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,GYANESHWAR PATIL,KHANDWA,,WS/MP643/2025,Normal/Others,chabutra nirman at ward num 17 near pani tanki,2024-10-09,,,5523,WS/MP643/2025-2026/146414-Construction of common work sheds/ common covered sitting area,2025-08-05,300000.0,Vendor Identification,6091,WS/MP643/2025-2026/146319-Construction of common work sheds/ common covered sitting area,2026-04-17,700000.0,Completed,1169136.0,2026-08-17,gram panchayat bhawsa,GRAM PANCHAYAT BHAWSA,15.0,Payment Success,155690684.77,Madhya Pradesh,KHANDWA,,,,300000.0,,,555.0,389.712,869136.0,289.712,-869136.0,0.192689755615878,1,3,1000000.0,1319136.0,131.9136,600000.0,-50.0,1,1169136.0,1169136.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,24.53544975376169,17.92,Low,9.9,None,expenditure exceeds effective sanctioned amount
,Madhya Pradesh,DEWAS(DISTRICT COLLECTOR DEWAS_IDA),Gyaneshwar Patil,GYANESHWAR PATIL,KHANDWA,,WS/MP643/2026,Normal/Others,ward number 11 tin shed nirman near karweshwar go seva,2024-10-09,,,5521,WS/MP643/2026-2027/146407-Construction of common work sheds/ common covered sitting area,2026-05-20,500000.0,Sanction,,,,,,,,,,,,155690684.77,Madhya Pradesh,KHANDWA,,,,500000.0,,,,,,,,0.32114959269313,0,3,1000000.0,1319136.0,131.9136,600000.0,-16.666666666666664,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3.520212409682872,2.11,Low,0.0,None,No material anomaly signal detected.
,Madhya Pradesh,REWA(DISTRICT COLLECTOR REWA_IDA),Janardan Mishra,JANARDAN MISHRA,REWA,,WS/MP644/2024,Normal/Others,Solar Street Lights,2024-11-06,,,8230,WS/ MP644/2024-2025/151113-Street lights,2025-03-28,3663450.0,Vendor Identification,6154,WS/ MP644/2024-2025/151376-Purchase of mobile water tankers,2025-04-25,1125327.0,Completed,,,,,,,147000000.0,Madhya Pradesh,REWA,,,,3663450.0,,,170.0,,,,,2.492142857142857,1,1,3663450.0,0.0,0.0,600000.0,510.57499999999993,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24.91289949795126,14.95,Low,6.2,None,No material anomaly signal detected.
,Madhya Pradesh,INDORE(DISTRICT COLLECTOR INDORE_IDA),Shankar Lalwani,SHANKAR LALWANI,INDORE,,WS/MP650/2025,Normal/Others,"Construction of Cultural Building in GP Kanchroad , BicholiHapsi VS RAU",2025-03-20,,,8288,WS/MP650/2025-2026/151269-Construction of buildings for community cultural activities,2025-05-13,250000.0,Vendor Identification,19674,WS/MP650/2025-2026/203902-Purchase of books and periodicals for libraries/digitization of library books,2025-12-30,2000000.0,Completed,1408491.0,2026-08-23,SHRI GANESH ASSOCIATES PROPRIETOR NARAYAN SHARMA,SHRI GANESH ASSOCIATES PROPRIETOR NARAYAN SHARMA,12.0,Payment In-Progress,147000000.0,Madhya Pradesh,INDORE,,,,250000.0,,,285.0,563.3964,1158491.0,463.39639999999997,-1158491.0,0.17006802721088435,1,1,250000.0,1408491.0,563.3964,600000.0,-58.333333333333336,1,1408491.0,1408491.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,33.59667133328578,23.36,Low,16.7,None,expenditure exceeds effective sanctioned amount
3820,Madhya Pradesh,ANUPPUR(DISTRICT COLLECTOR ANUPPUR_IDA),Smt Himadri Singh,SMT HIMADRI SINGH,SHAHDOL (ST),WS/MP654/2024-2025/142741-Construction of culverts and bridges,WS/MP654/2024,Normal/Others,construction of culvert near sant kumar's field.,2024-09-23,1499800.0,2024-11-06,7146,WS/MP654/2024-2025/149304-Construction of culverts and bridges,2025-03-19,1000000.0,Vendor Identification,9130,WS/MP654/2024-2025/172128-Street lights,2026-04-13,366964.0,Completed,,,,,,,150724861.11,Madhya Pradesh,SHAHDOL (ST),,,,1000000.0,44.0,,567.0,,,,,0.6634605549712156,1,1,1000000.0,0.0,0.0,600000.0,66.66666666666666,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.879746284825273,2.93,Low,0.0,None,No material anomaly signal detected.
1198,Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Amol Ramsing Kolhe,AMOL RAMSING KOLHE,SHIRUR,WS/MP661/2024-2025/137791-Construction of community centers and community halls,WS/MP661/2024,Normal/Others,Construction of community hall Near Maruti temple At Tokavade Tq. Khed Dist. Pune,2024-08-30,499493.0,2024-09-12,1188,WS/MP661/2024-2025/137791-Construction of community centers and community halls,2024-09-12,499493.0,Physical Inspection,2358,WS/MP661/2024-2025/137790-Construction of community centers and community halls,2025-01-24,,Completed,,,,,,,147000000.0,Maharashtra,SHIRUR,,,,499493.0,13.0,,147.0,,,,,0.33979115646258506,1,3,2499187.0,0.0,0.0,600000.0,-16.751166666666666,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,13.639999329291088,8.18,Low,0.0,None,No material anomaly signal detected.
,Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Amol Ramsing Kolhe,AMOL RAMSING KOLHE,SHIRUR,,WS/MP661/2025,Normal/Others,"Construction of community hall at Khairenagar Tq. Ambegaon, Dist. Pune",2024-10-15,,,6074,WS/MP661/2025-2026/147465-Construction of community centers and community halls,2025-10-28,999694.0,Physical Inspection,21229,"WS/MP661/2025-2026/180259-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-11-24,1000000.0,Completed,,,,,,,147000000.0,Maharashtra,SHIRUR,,,,999694.0,,,405.0,,,,,0.6800639455782312,1,3,2499187.0,0.0,0.0,600000.0,66.61566666666666,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.1727120676692873,1.3,Low,0.0,None,No material anomaly signal detected.
,Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Amol Ramsing Kolhe,AMOL RAMSING KOLHE,SHIRUR,,WS/MP661/2026,Normal/Others,"installation of High Mast Lighting at 4 different public places at nirgoodsar, Tq. Ambegaon, Dist. Pune",2024-10-15,,,6073,WS/MP661/2026-2027/147464-Lighting of public spaces,2026-05-18,1000000.0,Physical Inspection,,,,,,,,,,,,147000000.0,Maharashtra,SHIRUR,,,,1000000.0,,,,,,,,0.6802721088435374,0,3,2499187.0,0.0,0.0,600000.0,66.66666666666666,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.7390786746821405,1.04,Low,0.0,None,No material anomaly signal detected.
,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,ARVIND GANPAT SAWANT,MUMBAI SOUTH,,WS/MP664/2025,Normal/Others,uday krida mandal janta colony worlikoliwada worli community hall,2024-10-08,,,5490,WS/MP664/2025-2026/146368-Construction of community centers and community halls,2025-09-17,1795410.0,Physical Inspection,15750,WS/MP664/2025-2026/146368-Construction of community centers and community halls,2025-09-17,1795410.0,Completed,,,,,,,147000000.0,Maharashtra,MUMBAI SOUTH,,,,1795410.0,,,344.0,,,,,1.2213673469387756,1,2,3295410.0,0.0,0.0,600000.0,199.235,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5.940747118935698,3.56,Low,0.0,None,No material anomaly signal detected.
,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,ARVIND GANPAT SAWANT,MUMBAI SOUTH,,WS/MP664/2026,Normal/Others,dadarkar compound tulsiwadi tardeo malbarhill development of playground,2024-10-09,,,5630,WS/MP664/2026-2027/146585-Development of playground,2026-05-18,1500000.0,Vendor Identification,,,,,,,,,,,,147000000.0,Maharashtra,MUMBAI SOUTH,,,,1500000.0,,,,,,,,1.0204081632653061,0,2,3295410.0,0.0,0.0,600000.0,150.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.5790794944387025,1.55,Low,0.0,None,No material anomaly signal detected.
4497,Maharashtra,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),Nitin Jairam Gadkari,NITIN JAIRAM GADKARI,NAGPUR,"WS/MP672/2024-2025/144105-Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP672/2024,Normal/Others,"Construction of Cement Concerete Road from house of Durga Vikas Dharange to house of Sunita Hedaoo at Galli No.24, Vinoba Bhave Nagar.",2024-09-27,458593.0,2024-09-30,4426,"WS/MP672/2024-2025/144105-Construction of roads, link roads, pathways or any other road with or without drainage system",2024-09-30,458593.0,Physical Inspection,15954,WS/MP672/2024-2025/157560-Construction of additional rooms and halls in the existing public and community building,2025-09-19,959212.0,Completed,,,,,,,168195086.11,Maharashtra,NAGPUR,,,,458593.0,3.0,,357.0,,,,,0.2726554090290599,1,1,458593.0,0.0,0.0,600000.0,-23.567833333333333,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7.873282596619616,4.72,Low,0.0,None,No material anomaly signal detected.
1763,Maharashtra,SOLAPUR(DISTRICT COLLECTOR SOLAPUR_IDA),Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OMPRAKASH BHUPALSINH ALIAS PAWAN RAJENIMBALKAR,OSMANABAD,WS/MP673/2024-2025/139059-Installing tube-wells and borewells,WS/MP673/2024,Normal/Others,Installing tube-wells and borewells,2024-09-05,299942.0,2024-10-21,1735,WS/MP673/2024-2025/139034-Construction of bus-sheds or bus-stops,2025-03-03,300000.0,Physical Inspection,10545,WS/MP673/2024-2025/139059-Installing tube-wells and borewells,2025-07-15,299942.0,Completed,,,,,,,184758519.11,Maharashtra,OSMANABAD,,,,300000.0,46.0,,313.0,,,,,0.16237410942950267,1,4,1599674.0,1978374.0,123.67357349059871,600000.0,-50.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18.712982375751476,11.23,Low,1.5,None,No material anomaly signal detected.
