work_id,state,ida,mp_name,constituency,work_category,work_description,recommended_amount,effective_sanction_amount,expenditure_amount,amount_disbursed,allocated_amount,work_status,completion_status,effectively_completed,recommended_date,sanction_date,expenditure_date,completion_date,recommendation_to_sanction_days,sanction_to_expenditure_days,project_duration_days,utilization_pct,cost_overrun_amount,cost_deviation_pct,remaining_sanction_amount,vendor_name,vendor_project_count,vendor_total_payment,vendor_average_payment,vendor_mp_count,vendor_state_count,vendor_payment_share_pct,expenditure_transaction_count,calamity_count,calamity_consent_amount,anomaly_count,anomaly_type,ml_anomaly_score,rule_score,risk_score,risk_category,risk_signal_strength,explanation
WS/MP18024/2024,Assam,JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Trinayan Bahumukhi Kala Kristi Kendra, Dakhinpat, Bebejia GP",,150000.0,,130858.0,147000000.0,Vendor Identification,Completed,1,2024-10-18,,,2026-08-26,,,677.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,6.926692134686649,0,4.16,Low,0.0,No material anomaly signal detected.
WS/MP313/2025,Arunachal Pradesh,DIBANG VALLEY(Deputy Commisioner Dibang Valley_IDA),Shri Tapir Gao,ARUNACHAL EAST,Normal/Others,C/o Protection wall near ITBP camp at Etalin in Dibang Valley District,1200000.0,1200000.0,,500000.0,147000000.0,Physical Inspection,Completed,1,2024-09-14,2025-07-21,,2025-11-27,310.0,,439.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,6.848789649663635,0,4.11,Low,0.0,No material anomaly signal detected.
WS/MP413/2026,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),Normal/Others,"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Hathua Nagar Panchayat and Barauli Nagar Parishad of Gopalganj district.",,995000.0,,,147000000.0,Physical Inspection,,0,2024-11-03,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,6.854885244465317,0,4.11,Low,0.0,No material anomaly signal detected.
WS/MP755/2025,Tamil Nadu,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,Normal/Others,Construction of an Anganwadi Building.,,1549952.0,,399150.0,196905535.11,Physical Inspection,Completed,1,2024-11-09,,,2025-11-26,,,382.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,6.8136505970918195,0,4.09,Low,0.0,No material anomaly signal detected.
WS/MP18170/2024,Rajasthan,SIKAR(DISTRICT COLLECTOR SIKAR_IDA),AMRARAM,SIKAR,Normal/Others,"construction boundary walls of play ground,govt.sr.sec.school Thorasi. exective agency gram panchyat palthana",,290931.0,,499951.0,165691544.11,Physical Inspection,Completed,1,2024-10-03,,,2026-08-10,,,676.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,6.73176379054343,0,4.04,Low,0.0,No material anomaly signal detected.
WS/MP18211/2024,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),SHASHANK MANI,DEORIA,Normal/Others,"Gram - Kamdhenwa, vikas khand - Rampur Karkhana me Gopal ji ke khet se Paramhansh ji ke chez tak CC Road lagbhag 110 mtr",968898.0,996628.0,,1468470.0,147000000.0,Physical Inspection,Completed,1,2024-09-11,2024-10-30,,2026-08-06,49.0,,694.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,6.694979659470141,0,4.02,Low,0.0,No material anomaly signal detected.
WS/MP18180/2024,Tamil Nadu,PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA),ARUN NEHRU,PERAMBALUR,Normal/Others,Construction of Single Unit Girls Toilet @ GHSS Siruvachur,,785000.0,,784659.0,147000000.0,Work Completed,Completed,1,2024-10-26,,,2025-03-21,,,146.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,6.655381653214561,0,3.99,Low,0.0,No material anomaly signal detected.
WS/MP18353/2024,West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),RACHNA BANERJEE,HOOGHLY,Normal/Others,Construction of New Class Room of Sarai G.S.F.P School (Pandua-23) of Pandua circle under Pandua Block,1269372.0,1269372.0,,1395000.0,147000000.0,Vendor Identification,Completed,1,2024-09-25,2025-03-26,,2026-07-22,182.0,,665.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,6.564316133259665,0,3.94,Low,0.0,No material anomaly signal detected.
WS/MP498/2024,West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,Normal/Others,"Samsan Chulli at Jafarpur, Sukdebpur, Gangarampur Contact Perso : Banka Roy Mo- 8653289894",300000.0,300000.0,,298439.0,157085364.9,Sanction,Completed,1,2024-12-04,2025-01-24,,2026-08-07,51.0,,611.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,6.433095780753987,0,3.86,Low,0.0,No material anomaly signal detected.
WS/MP552/2024,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Radha Mohan Singh,PURVI CHAMPARAN,Normal/Others,"Motihari Nagar ke Shubhash Park me 12'0"" Uncha Chabutara ka Nirman karya.",1479192.0,1482448.0,,1250000.0,147000000.0,Physical Inspection,Completed,1,2024-09-02,2024-11-02,,2026-02-06,61.0,,522.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,6.30822001077974,0,3.78,Low,0.0,No material anomaly signal detected.
NA-CONSTRUCTIONOFADDITIONALROOMSANDHALLSINTHEEXISTINGPUBLICANDCOMMUNITYBUILDING,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of additional rooms at Milan Sangha, Naguru Jote, Nimai, Patharghata Gram Panchayat Ref: Shailesh Sing (7384197077)",500000.0,500000.0,,,147000000.0,,,0,2024-08-16,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,6.242216228812827,0,3.75,Low,0.0,No material anomaly signal detected.
WS/MP18161/2024,Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),SANJNA JATAV,BHARATPUR(SC),Normal/Others,interlocking ent kharnja nirman karya hoti ke ghar se main raste ki or avm anya galiya gram nagla keval work agency fp gaonri,500000.0,300000.0,,399748.0,147000000.0,Sanction,Completed,1,2024-09-22,2024-12-12,,2026-08-16,81.0,,693.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,6.005365891798175,0,3.6,Low,0.0,No material anomaly signal detected.
WS/MP18221/2025,Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),NARAYAN DAS AHIRWAR,JALAUN(SC),Normal/Others,MS pole with LED Semi High Mast LIght,243000.0,243000.0,,,147000000.0,Work partially Completed,,1,2024-09-15,2025-06-06,,,264.0,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.965343748691128,0,3.58,Low,0.0,No material anomaly signal detected.
WS/MP18021/2024,Assam,GOALPARA(Deputy Commissioner Goalpara_IDA),RAKIBUL HUSSAIN,DHUBRI,Normal/Others,Construction of Boundary Wall with Iron Gate near Play ground of Goalpara Town Eidgah,500000.0,500000.0,,500000.0,147000000.0,Vendor Identification,Completed,1,2024-09-24,2025-03-12,,2026-04-27,169.0,,580.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.958012403466104,0,3.57,Low,0.0,No material anomaly signal detected.
WS/MP664/2025,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,Normal/Others,uday krida mandal janta colony worlikoliwada worli community hall,,1795410.0,,1795410.0,147000000.0,Physical Inspection,Completed,1,2024-10-08,,,2025-09-17,,,344.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.940747118935698,0,3.56,Low,0.0,No material anomaly signal detected.
WS/MP18006/2024,Andhra Pradesh,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),DAGGUMALLA PRASADA RAO,CHITTOOR,Normal/Others,"Construction of Bus Shelter in Thotavaripalli Village of Ayyappagari (GP), Puthalapattu Mandal of Puthalapattu Constituency",350000.0,500000.0,,3037130.0,147000000.0,Work Completed,Completed,1,2024-09-23,2024-09-27,,2025-10-06,4.0,,378.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.844105522223524,0,3.51,Low,0.0,No material anomaly signal detected.
WS/MP18357/2024,Madhya Pradesh,SHIVPURI(District Collector Shivpuri_IDA),JYOTIRADITYA M. SCINDIA,GUNA,Normal/Others,"Roof Grading, Water Proofing, Plaster, Floor and Whitewash related important work of Government Primary School Khaskhera Block Guna",585000.0,321000.0,,1000000.0,147000000.0,Vendor Identification,Completed,1,2024-09-26,2024-09-27,,2026-04-02,1.0,,553.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.745050366652434,0,3.45,Low,0.0,No material anomaly signal detected.
WS/MP360/2024,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Shri Anil Firojiya,UJJAIN(SC),Normal/Others,,,100000.0,,97829.0,147000000.0,Work Completed,Completed,1,2024-10-09,,,2026-04-07,,,545.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.724629017945219,0,3.43,Low,0.0,No material anomaly signal detected.
WS/MP18359/2024,Uttar Pradesh,AMROHA(DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA),KANWAR SINGH TANWAR,AMROHA,Normal/Others,Vikaskhand Hasanpur ke gram Bijnoura mein Ramkesh ki dukaan se khajaan ke Makan ki aor CC road evam nali Nirman (Impliment Agency PCCD Amroha),,1492916.0,,1700950.0,147000000.0,Physical Inspection,Completed,1,2024-10-16,,,2025-09-08,,,327.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.678983947061342,0,3.41,Low,0.0,No material anomaly signal detected.
WS/MP005/2024,Gujarat,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of C.C Road at Bhalan Para Vistar, Keshaji Mangaji House towards Dasrathbhai Somabhai House",,450000.0,,450000.0,147000000.0,Physical Inspection,Completed,1,2024-10-01,,,2025-07-05,,,277.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.6296204158916785,0,3.38,Low,0.0,No material anomaly signal detected.
WS/MP681/2025,Maharashtra,JALNA(DISTRICT COLLECTOR JALNA_IDA),Sanjay Haribhau Jadhav,PARBHANI,Normal/Others,"construction of cc road at nansi, tal.Mantha.",700000.0,700000.0,,,147000000.0,Vendor Identification,,0,2024-10-03,2025-10-15,,,377.0,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.594216529322642,0,3.36,Low,0.0,No material anomaly signal detected.
WS/MP356/2024,Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,Normal/Others,CONSTRUCTION OF CC ROAD,400000.0,300000.0,,500000.0,148988014.83,Physical Inspection,Completed,1,2024-09-13,2024-12-09,,2026-08-04,87.0,,690.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.517025861631702,0,3.31,Low,0.0,No material anomaly signal detected.
WS/MP755/2024,Tamil Nadu,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,Normal/Others,Construction of a Ration Shop.,,1399631.0,,1399631.0,196905535.11,Physical Inspection,Completed,1,2024-11-09,,,2025-12-09,,,395.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.510380828917807,0,3.31,Low,0.0,No material anomaly signal detected.
WS/MP18138/2024,Mizoram,AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA),RICHARD VANLALHMANGAIHA,MIZORAM (ST),Normal/Others,"Internal road PCC Flooring from S. Vanlalvura's house to Vanlalliana House, Zohmun",350000.0,1807115.0,,250000.0,147000000.0,Work Completed,Completed,1,2024-09-25,2025-01-13,,2026-02-16,110.0,,509.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.497132418359329,0,3.3,Low,0.0,No material anomaly signal detected.
WS/MP18175/2024,Tamil Nadu,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),MANI. A.,DHARAMAPURI,Normal/Others,Construciton of Angwadi building at Pudhu reddiyur Kadathur Town Panchayat,,1655000.0,,,164515071.11,Physical Inspection,,0,2024-10-23,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.474757342766605,0,3.28,Low,0.0,No material anomaly signal detected.
WS/MP18100/2024,Madhya Pradesh,Pandhurna(District Collector Pandhurna_IDA),BUNTY VIVEK SAHU,CHHINDWARA,Normal/Others,GP Devi Sausar,,100000.0,,100000.0,147000000.0,Work partially Completed,Completed,1,2024-11-10,,,2026-04-16,,,522.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.411601932014774,0,3.25,Low,0.0,No material anomaly signal detected.
WS/MP18220/2024,Uttar Pradesh,ALIGARH(DISTRICT MAGISTRATE ALIGARH_IDA),ANOOP PRADHAN BALMIKI,HATHRAS (SC),Normal/Others,Gram Badwamni Block Lodha mai Beethna Modh se Marghat ki taraf 230 miter interlocking karya,,1942383.0,,801749.0,147000000.0,Physical Inspection,Completed,1,2024-10-17,,,2026-01-27,,,467.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.378451170108846,0,3.23,Low,0.0,No material anomaly signal detected.
WS/MP18121/2025,Maharashtra,JALGAON(DISTRICT COLLECTOR JALGAON_IDA),SMITA UDAY WAGH,JALGAON,Normal/Others,Construction of a drainage system and concreting along Malegaon Road in Chalisgaon city,,2000000.0,,,148107373.11,Sanction,,0,2024-10-11,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.288150411946434,0,3.17,Low,0.0,No material anomaly signal detected.
WS/MP313/2024,Arunachal Pradesh,EAST SIANG(Deputy Commisioner East Siang_IDA),Shri Tapir Gao,ARUNACHAL EAST,Normal/Others,C/o Culvert at PMGP Road near Jampani under Sika Bamin Village in East Siang District,800000.0,2000000.0,,2000000.0,147000000.0,Work Completed,Completed,1,2024-09-15,2025-02-05,,2026-01-28,143.0,,500.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.256577986463364,0,3.15,Low,0.0,No material anomaly signal detected.
WS/MP422/2024,Bihar,SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA),Dileshwar Kamait,SUPAUL,Normal/Others,SADAK KA NIRMAN TATHA PCC DHALAI KARYA,1171823.0,921000.0,,1171823.0,150450930.89,Physical Inspection,Completed,1,2024-09-21,2025-01-04,,2025-06-30,105.0,,282.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,5.091724244200202,0,3.06,Low,0.0,No material anomaly signal detected.
NA-STREETLIGHTS,Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),RAMASHANKAR RAJBHAR,SALEMPUR,Normal/Others,"One 9 meter high mast LED light on town area Bhatpar rani, development block parisar",319000.0,319000.0,,,160056927.07,,,0,2024-09-24,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.972861217122061,0,2.98,Low,0.0,No material anomaly signal detected.
WS/MP499/2024,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Smt Satabdi Roy (Banerjee),BIRBHUM,Normal/Others,"Installation of Submarsible pump with pipe line, Vill- Mashra, Dag- 2130, JL- 41, Near Dulal Mondal house, G.P - Masra, RPH - I",498940.0,305646.0,,299237.0,147000000.0,Physical Inspection,Completed,1,2024-10-01,2024-12-30,,2026-08-13,90.0,,681.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.909543182173542,0,2.95,Low,0.0,No material anomaly signal detected.
WS/MP18230/2024,Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),R.K. CHAUDHARY,MOHANLALGANJ(SC),Normal/Others,Asarfilal rawat ke ghar ke pass solar light 4-way,,107985.0,,107715.0,147000000.0,Work Completed,Completed,1,2024-10-19,,,2026-01-08,,,446.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.893328087108896,0,2.94,Low,0.0,No material anomaly signal detected.
WS/MP654/2024,Madhya Pradesh,ANUPPUR(DISTRICT COLLECTOR ANUPPUR_IDA),Smt Himadri Singh,SHAHDOL (ST),Normal/Others,construction of culvert near sant kumar's field.,1499800.0,1000000.0,,366964.0,150724861.11,Vendor Identification,Completed,1,2024-09-23,2024-11-06,,2026-04-13,44.0,,567.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.879746284825273,0,2.93,Low,0.0,No material anomaly signal detected.
WS/MP18032/2024,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),SUDHAKAR SINGH,BUXAR,Normal/Others,Construction of community hall with toilet near Ram Janki pond at Nuaon,926359.0,1484134.0,,711037.0,185211956.54,Physical Inspection,Completed,1,2024-09-25,2025-01-07,,2026-02-16,104.0,,509.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.808910352831354,0,2.89,Low,0.0,No material anomaly signal detected.
WS/MP352/2024,Kerala,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Hibi Eden,ERNAKULAM,Normal/Others,Purchase of 5 Laptops for Govt.HSS Eloor,176035.0,176035.0,,176035.0,162177260.11,Physical Inspection,Completed,1,2024-09-23,2025-03-10,,2025-10-13,168.0,,385.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.805091586483065,0,2.88,Low,0.0,No material anomaly signal detected.
NA-CONSTRUCTIONOFCOMMONWORKSHEDS/COMMONCOVEREDSITTINGAREA,Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Normal/Others,Construction of common coverd sitting work shed for senior citizen at anywhere in Old Digras-Darwha Road,500000.0,500000.0,,,185640423.0,,,0,2024-10-07,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.742153870853554,0,2.85,Low,0.0,No material anomaly signal detected.
WS/MP18336/2024,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,Normal/Others,"CC road nirman, main road se shamshan ghat tak, Gram Kapsada, Block Dharsiwa, Dist Raipur",1000000.0,500000.0,,1000000.0,153766451.11,Work partially Completed,Completed,1,2024-08-12,2024-09-20,,2026-04-03,39.0,,599.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.571079693433224,0,2.74,Low,0.0,No material anomaly signal detected.
WS/MP18162/2024,Rajasthan,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,Normal/Others,"SARVJANIK SHAMSHAN HETU CHAR DIWARI NIRMAN VILL- ARNIYA KHALASA , GP- ARNIYA, P.S.- SAHARA",,492788.0,,499077.0,147000000.0,Physical Inspection,Completed,1,2024-10-16,,,2026-08-13,,,666.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.546782261426063,0,2.73,Low,0.0,No material anomaly signal detected.
WS/MP517/2024,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Rajkumar Chahar,FATEHPUR SIKRI,Normal/Others,Pl see my letter no 7895 dated 27-8-2024 me prastavit high mast light install in block Bichpuri as par sr no 60,248596.0,248833.0,,1495266.0,147000000.0,Physical Inspection,Completed,1,2024-09-10,2024-10-21,,2026-01-30,41.0,,507.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.553034987077139,0,2.73,Low,0.0,No material anomaly signal detected.
WS/MP18235/2024,Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),MOHIBBULLAH,RAMPUR,Normal/Others,CONSTRUCTION OF CC ROAD AND DRAIN FROM MAIN ROAD TOWARDS AKBAR ALI ’S HOUSE IN THE VILLAGE OF SINGNI BLOCK SAIDNAGAR (I.A. RED Rampur),586039.0,200502.0,,755625.0,147000000.0,Physical Inspection,Completed,1,2024-09-29,2024-11-13,,2026-04-28,45.0,,576.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.542578346990569,0,2.73,Low,0.0,No material anomaly signal detected.
WS/MP777/2024,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Mahesh Sharma,GAUTAM BUDDHA NAGAR,Normal/Others,"Vilaspur men Rampur road se lekar merry Dairy ki ore interlocking & naali nirman, 91 meter",906023.0,906023.0,,1077092.0,148816284.11,Physical Inspection,Completed,1,2024-08-21,2024-09-07,,2025-09-20,17.0,,395.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.515669736033492,0,2.71,Low,0.0,No material anomaly signal detected.
WS/MP18117/2024,Maharashtra,DHULE(DISTRICT COLLECTOR DHULE_IDA),BACHHAV SHOBHA DINESH,DHULE,Normal/Others,"Supply interactive board , computer , vc camera (for two class room) at priyadarshani indira gandhi madhymik vidhyalay v kanisth mahavidhyaly betavad tal shindhkheda",1000000.0,1000000.0,,1000000.0,147000000.0,Physical Inspection,Completed,1,2024-09-20,2024-12-02,,2025-08-14,73.0,,328.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.463237060293424,0,2.68,Low,0.0,No material anomaly signal detected.
WS/MP18074/2024,Jharkhand,KHUNTI(DEPUTY COMMISSIONER KHUNTI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Normal/Others,Construction of paver block path from Ganesh Manjhi's house to PCC Road in village Ghaghra of Ganaloya Panchayat under Murhu Block.,200000.0,500000.0,,1000000.0,147000000.0,Work partially Completed,Completed,1,2024-09-12,2024-10-14,,2025-11-21,32.0,,435.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.414461772188471,0,2.65,Low,0.0,No material anomaly signal detected.
WS/MP18218/2024,Uttar Pradesh,HAPUR(DISTRICT MAGISTRATE HAPUR_IDA),ATUL GARG,GHAZIABAD,Normal/Others,CONSTRUCTION OF CC ROAD IN VILLAGE KARANPUR JATT (FROM HOUSE OF JAIKISHAN BABA TO PANCHAYAT BHAWAN),,988479.0,,207741.0,155336470.0,Physical Inspection,Completed,1,2024-10-27,,,2025-08-20,,,297.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.40420159053644,0,2.64,Low,0.0,No material anomaly signal detected.
WS/MP528/2024,Andhra Pradesh,GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),Lavu Sri Krishna Devarayalu,NARASARAOPET,Normal/Others,Fixing of New Connection & additional load in ESI Hospital Nadimpalem village of Prathipadu Mandal of Guntur District.,416758.0,416758.0,,,174009663.11,Vendor Identification,,0,2024-09-27,2024-12-16,,,80.0,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.332142579367093,0,2.6,Low,0.0,No material anomaly signal detected.
WS/MP727/2024,Rajasthan,KOTA(DISTRICT COLLECTOR KOTA_IDA),Om Birla,KOTA,Normal/Others,"Sangod Mai Vidya Bharti Shiksha Santhan Dwara Sanchalit Maharaj Shri Kashipuri Adarsh Vidya Mandir Madhyamik Vidhyalay Me Kaksha-Kaksho Ka Nirman Karya. Place- Gram, Gram Panchayat Sangod, Block- Sangod, Recommended Amount- 10.00 Lakh Rs., Implementing Agency- Pwd Div. Sangod",998893.0,500000.0,,454143.0,163906956.6,Sanction,Completed,1,2024-09-21,2024-12-07,,2026-04-27,77.0,,583.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.336399777050919,0,2.6,Low,0.0,No material anomaly signal detected.
WS/MP18339/2024,Uttar Pradesh,GONDA(DISTRICT MAGISTRATE GONDA_IDA),KARAN BHUSHAN SINGH,KAISERGANJ,Normal/Others,Sr.No. 11 Interlocking work of 200 meters length from Lavkush Mishra's shop to Chandhri Maurya's house.,1039280.0,700000.0,,703853.0,147000000.0,Physical Inspection,Completed,1,2024-09-20,2024-11-20,,2026-05-13,61.0,,600.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.32425831214228,0,2.59,Low,0.0,No material anomaly signal detected.
WS/MP18335/2024,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA,RAIGARH(ST),Normal/Others,Construction of Community hall,,1000000.0,,998398.0,159706972.09,Work partially Completed,Completed,1,2024-11-05,,,2026-07-11,,,613.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.20303709978429,0,2.52,Low,0.0,No material anomaly signal detected.
WS/MP468/2024,Uttar Pradesh,JHANSI(DISTRICT MAGISTRAE JHANSI_IDA),Anurag Sharma,JHANSI,Normal/Others,Construction of Laboratory room at Smt. Bhagwati Devi Thapak Inter College Sakrar Block Bangra.,498365.0,224200.0,,997920.0,147000000.0,Physical Inspection,Completed,1,2024-08-28,2024-10-28,,2026-03-10,61.0,,559.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.206361246003949,0,2.52,Low,0.0,No material anomaly signal detected.
WS/MP18322/2024,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),Normal/Others,Construction of Guardwall near Pond from Jamni to Gamra Road in Panchayat- Bichiyapahari,300000.0,300000.0,,450000.0,147364097.11,Work partially Completed,Completed,1,2024-09-14,2024-12-20,,2025-09-16,97.0,,367.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.172242562707768,0,2.5,Low,0.0,No material anomaly signal detected.
WS/MP18206/2024,Uttar Pradesh,BANDA(DISTRICT MAGISTRATE BANDA_IDA),KRISHNA DEVI SHIVSHANKER PATEL,BANDA,Normal/Others,Construction of rooms and halls in shree Shivrani Public School Parsenta singhpur block bisanda dist banda,999000.0,226698.0,,232197.0,147000000.0,Physical Inspection,Completed,1,2024-10-01,2024-12-25,,2025-12-16,85.0,,441.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.127806999501642,0,2.48,Low,0.0,No material anomaly signal detected.
WS/MP18245/2024,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),BAG MITALI,ARAMBAG(SC),Normal/Others,SOLAR PANEL HIGH MAST LIGHT AT AMRAPAT MAJHERPARA WITHIN MANGRUL GP UNDER CHANDRAKONA-I DEV. BLOCK,377848.0,377848.0,,377848.0,147000000.0,Physical Inspection,Completed,1,2024-12-18,2025-03-27,,2026-07-23,99.0,,582.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.111314197857348,0,2.47,Low,0.0,No material anomaly signal detected.
WS/MP18023/2025,Assam,KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA),BIJULI KALITA MEDHI,GUWAHATI,Normal/Others,"Construction of Cultural activites hall at Kahibari , Chamaria near Kahibari anchalic Saradia Durga Puja , Pin - 781136",500000.0,500000.0,,,147000000.0,Vendor Identification,,0,2024-09-26,2025-08-14,,,322.0,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.111677737006409,0,2.47,Low,0.0,No material anomaly signal detected.
WS/MP416/2024,Bihar,DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA),Ashok Kumar Yadav,MADHUBANI,Normal/Others,Supply And installation Mini High Mast Lightning System AT badh Pokhara Chowk,,495000.0,,933991.0,147000000.0,Physical Inspection,Completed,1,2024-11-05,,,2025-07-14,,,251.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,4.066465555915677,0,2.44,Low,0.0,No material anomaly signal detected.
